%1$d already matched	%1$d tanesi zaten eşleşiyor
%1$d areas were checked and everything they need is here.	%1$d alan kontrol edildi ve ihtiyaç duydukları her şey burada.
%1$d fields overridden	%1$d alan geçersiz kılındı
%1$d fields will be overridden when requested	İstendiğinde %1$d alan geçersiz kılınacak
%1$d gates selected	%1$d özellik kapısı seçildi
%1$d minutes left	%1$d dakika kaldı
%1$d rejected	%1$d reddedildi
%1$d results	%1$d sonuç
%1$d results so far	Şimdiye kadar %1$d sonuç
%1$d results so far, and more not counted	Şimdiye kadar %1$d sonuç, sayılmayan başkaları da var
%1$d results, filtered to %2$s	%1$d sonuç, filtre: %2$s
%1$d setting was not in that file and was left as it is	%1$d ayar o dosyada yoktu ve olduğu gibi bırakıldı
%1$d settings were not in that file and were left as they are	%1$d ayar o dosyada yoktu ve oldukları gibi bırakıldı
%1$d unavailable	%1$d kullanılamıyor
%1$s (%2$s)	%1$s (%2$s)
%1$s (TikTok value)	%1$s (TikTok değeri)
%1$s (custom, unverified)	%1$s (özel, doğrulanmamış)
%1$s (override returned)	%1$s (geçersiz kılma döndürüldü)
%1$s (will be returned when requested)	%1$s (istendiğinde döndürülecek)
%1$s / current cache only	%1$s / yalnızca mevcut önbellek
%1$s / generated registry	%1$s / oluşturulmuş kayıt defteri
%1$s / generated registry and current cache	%1$s / oluşturulmuş kayıt defteri ve mevcut önbellek
%1$s / local catalog	%1$s / yerel katalog
%1$s and above	%1$s ve üzeri
%1$s appears more than once in this file.	%1$s bu dosyada birden fazla kez geçiyor.
%1$s changed	%1$s değişti
%1$s destinations must start with %2$s	%1$s hedefleri %2$s ile başlamalı
%1$s has an invalid value. %2$s	%1$s değeri geçersiz. %2$s
%1$s is a kind of value the Lab cannot override.	%1$s, Lab'in geçersiz kılamayacağı bir değer türü.
%1$s has type %2$s, but the file says %3$s.	%1$s türü %2$s, ama dosyada %3$s yazıyor.
%1$s is already hidden	%1$s zaten gizli
%1$s is not a country code, so no video would ever match it. Use two letters, like GB, IE or US.	%1$s bir ülke kodu değil, bu yüzden hiçbir video onunla eşleşmez. GB, IE veya US gibi iki harf kullan.
%1$s is not in this Lab catalog.	%1$s bu Lab kataloğunda yok.
%1$s isn't installed or doesn't take links	%1$s yüklü değil veya bağlantı kabul etmiyor
%1$s left	%1$s kaldı
%1$s min left	%1$s dk kaldı
%1$s to %2$s	%1$s ile %2$s arası
%1$s videos left	%1$s video kaldı
%1$s was rejected. %2$s	%1$s reddedildi. %2$s
%1$s, %2$s, %3$s, %4$s, %5$s	%1$s, %2$s, %3$s, %4$s, %5$s
%1$s, selected	%1$s, seçili
%1$s. %2$s	%1$s. %2$s
%1$s: %2$d found, %3$d missing	%1$s: %2$d bulundu, %3$d eksik
%1$s: %2$d found, %3$d missing, and more it stopped counting	%1$s: %2$d bulundu, %3$d eksik, daha fazlası da var ama saymayı bıraktı
%1$s: %2$d found, %3$d missing, and more it stopped counting. First missing: %4$s	%1$s: %2$d bulundu, %3$d eksik, daha fazlası da var ama saymayı bıraktı. İlk eksik: %4$s
%1$s: %2$d found, %3$d missing. First missing: %4$s	%1$s: %2$d bulundu, %3$d eksik. İlk eksik: %4$s
%1$s: %2$s	%1$s: %2$s
1 field overridden	1 alan geçersiz kılındı
Use the split layout on wider screens. Restart TikTok to apply this. If the old layout is still there, unfold again.	Daha geniş ekranlarda bölünmüş düzeni kullan. Bunu uygulamak için TikTok'u yeniden başlat. Eski düzen hâlâ duruyorsa telefonu katlayıp yeniden aç.
Use value	Değeri kullan
Use your own offline videos limit	Kendi çevrimdışı video sınırını kullan
Using TikTok's value	TikTok'un değeri kullanılıyor
Value	Değer
Value to return	Döndürülecek değer
Verified accounts	Doğrulanmış hesaplar
Version %1$s	Sürüm %1$s
Version %1$s for TikTok %2$s	Sürüm %1$s, TikTok %2$s için
Video	Video
Video (MP4)	Video (MP4)
Video destination	Video kayıt konumu
Video download quality	Video indirme kalitesi
Video filename	Video dosya adı
Video info	Video bilgileri
Video playback quality	Video oynatma kalitesi
Video saved	Video kaydedildi
Video saved in %1$s, but only %2$s of %3$s subtitles came with it	Video %1$s konumuna kaydedildi, ancak altyazılardan yalnızca %2$s tanesi onunla geldi (toplam %3$s)
Video saved with %1$s subtitles in %2$s	Video, %1$s altyazıyla %2$s konumuna kaydedildi
Wait before hiding the controls.	Kontrolleri gizlemeden önce bekle.
Watching and sharing	İzleme ve paylaşma
WebP, exactly as TikTok sent it	WebP, tam TikTok'un gönderdiği haliyle
What TikTok gets	TikTok'un aldığı
When TikTok requests this key, return the selected value below	TikTok bu anahtarı istediğinde aşağıda seçilen değeri döndür
While diagnostic logging is on, a message names the part of Hushfeed that failed. Off keeps failures in the report only.	Tanılama günlüğü açıkken bir mesaj, Hushfeed'in hata veren bölümünün adını söyler. Kapalıyken hatalar yalnızca raporda kalır.
Window width needed to enable the layout. Restart TikTok to apply this.	Düzeni etkinleştirmek için gereken pencere genişliği. Bunu uygulamak için TikTok'u yeniden başlat.
Words and countries	Kelimeler ve ülkeler
Working	Çalışıyor
Write the video's sound beside it as an .m4a. Android 10 and later file audio separately, so it lands in Music under the same folder name as your videos.	Videonun sesini .m4a olarak videonun yanına yaz. Android 10 ve sonrası ses dosyalarını ayrı tutar, bu yüzden dosya Music altında, videolarınla aynı adlı klasöre gider.
YTDLnis background mode	YTDLnis arka plan modu
YTDLnis download type	YTDLnis indirme türü
Yes	Evet
Your current settings already match Calm feed.	Mevcut ayarların zaten Sakin akışla aynı.
Your feed	Akışın
Your filters hid everything TikTok just sent. Most were %1$s.	Filtrelerin TikTok'un az önce gönderdiği her şeyi gizledi. En çok gizlenen: %1$s.
Your filters hid everything TikTok sent, %1$d times in a row. Most were %2$s.	Filtrelerin TikTok'un gönderdiği her şeyi art arda %1$d kez gizledi. En çok gizlenen: %2$s.
Your operator's name, like T-Mobile.	Operatörünün adı, örneğin T-Mobile.
Your operator's numeric code, like 310260.	Operatörünün sayısal kodu, örneğin 310260.
Your previous feed setup couldn't be restored. Nothing was changed.	Önceki akış düzenin geri yüklenemedi. Hiçbir şey değiştirilmedi.
Your previous feed setup is back.	Önceki akış düzenin geri geldi.
Your previous feed setup is back. Restart TikTok to apply every change.	Önceki akış düzenin geri geldi. Tüm değişiklikleri uygulamak için TikTok'u yeniden başlat.
Zero leaves the way out of the hold there every time, which is what it has always done. Anything else is how many times a day it works, and once they are gone the hold stays up until the day starts over. Ignored while the budget is locked, which takes the way out away entirely.	Sıfır, bekletmeden çıkış yolunu her seferinde yerinde bırakır, ki bu hep yaptığı şeydir. Başka bir değer, çıkışın günde kaç kez çalışacağını belirler ve bunlar bitince bekletme, gün baştan başlayana kadar kalır. Bütçe kilitliyken yok sayılır, çünkü kilit çıkış yolunu tamamen ortadan kaldırır.
Zero means no limit. Counts the videos Hushfeed advanced past for you, not the ones you swiped yourself, and starts again when the feed is rebuilt or you change this number.	Sıfır, sınır yok demektir. Kendi kaydırdıklarını değil, Hushfeed'in senin için geçtiği videoları sayar ve akış yeniden oluşturulduğunda ya da bu sayıyı değiştirdiğinde baştan başlar.
Zero shows the notice and leaves the feed alone. Anything else covers the feed for that many minutes once a budget is reached. Messages, profiles and search keep working, and nothing in the feed is thrown away.	Sıfır, bildirimi gösterir ve akışa dokunmaz. Başka bir değer, bir bütçeye ulaşıldığında akışın üstünü o kadar dakika boyunca örter. Mesajlar, profiller ve arama çalışmaya devam eder ve akıştaki hiçbir şey atılmaz.
Zero switches this off. A short reminder after that many minutes of watching, and again after the same again. Time on messages, a profile or search does not count, and nothing is shown while the feed is on hold.	Sıfır bunu kapatır. O kadar dakika izledikten sonra kısa bir hatırlatma gelir, aynı süre geçince bir tane daha. Mesajlarda, bir profilde veya aramada geçen süre sayılmaz ve akış bekletmedeyken hiçbir şey gösterilmez.
Zero switches this off. Count every video that comes up in the feed, however you got to it, and say so once the count is reached. This is separate from the auto-advance session limit under Playback, which only counts videos Hushfeed itself advanced past.	Sıfır bunu kapatır. Akışta karşına çıkan her videoyu, ona nasıl ulaşmış olursan ol say ve sayıya ulaşılınca bunu bildir. Bu, Oynatma altındaki otomatik geçiş oturum sınırından ayrıdır, o yalnızca Hushfeed'in kendisinin geçtiği videoları sayar.
Zero switches this off. Count the minutes the player spends running in the feed. Time on messages, a profile or search does not count.	Sıfır bunu kapatır. Oynatıcının akışta çalışarak geçirdiği dakikaları say. Mesajlarda, bir profilde veya aramada geçen süre sayılmaz.
collapsed	daraltıldı
expanded	genişletildi
%1$s hid everything TikTok sent, %2$d times in a row. Turn it off if that's not what you wanted.	%1$s, TikTok'un gönderdiği her şeyi art arda %2$d kez gizledi. İstediğin bu değilse kapat.
Show the switch	Ayarı göster

Restart TikTok to apply this	Bunu uygulamak için TikTok'u yeniden başlat

this creator	bu içerik üreticisi

%1$s day	%1$s gün
%1$s days	%1$s gün
%1$s dp	%1$s dp
%1$s millisecond	%1$s milisaniye
%1$s milliseconds	%1$s milisaniye
%1$s minute	%1$s dakika
%1$s minutes	%1$s dakika
%1$s point	%1$s punto
%1$s points	%1$s punto
%1$s s	%1$s s
%1$s second	%1$s saniye
%1$s seconds	%1$s saniye
%1$s time	%1$s kez
%1$s times	%1$s kez
%1$s video	%1$s video
%1$s videos	%1$s video
%1$s view per comment	yorum başına %1$s görüntülenme
%1$s views per comment	yorum başına %1$s görüntülenme
%1$s view per like	beğeni başına %1$s görüntülenme
%1$s views per like	beğeni başına %1$s görüntülenme
%1$s, %2$s, %3$s or %4$s	%1$s, %2$s, %3$s veya %4$s
%1$s, %2$s or %3$s	%1$s, %2$s veya %3$s
TikTok refused the follow with code %1$s	TikTok takibi %1$s koduyla reddetti
TikTok refused the follow with code %1$s. A hidden CAPTCHA may be the cause.	TikTok takibi %1$s koduyla reddetti. Nedeni gizlenmiş bir CAPTCHA olabilir.
TikTok refused the follow: %1$s A hidden CAPTCHA may be the cause.	TikTok takibi reddetti: %1$s Nedeni gizlenmiş bir CAPTCHA olabilir.
Hushfeed is paused	Hushfeed duraklatıldı
TikTok runs as if it were not patched. Your settings stay as they are.	TikTok yamalanmamış gibi çalışır. Ayarların olduğu gibi kalır.
TikTok closed three times within a minute of starting, so Hushfeed paused itself. Your settings stay as they are.	TikTok açıldıktan sonraki bir dakika içinde üç kez kapandı, bu yüzden Hushfeed kendini duraklattı. Ayarların olduğu gibi kalır.
A file named hushfeed-safe-mode in TikTok's folder under Android/data paused Hushfeed. Your settings stay as they are.	Android/data altındaki TikTok klasöründe bulunan hushfeed-safe-mode adlı bir dosya Hushfeed'i duraklattı. Ayarların olduğu gibi kalır.
Turn Hushfeed back on	Hushfeed'i yeniden aç
Pause Hushfeed	Hushfeed'i duraklat
From the next start TikTok runs as if it were not patched, so you can tell whether a problem comes from Hushfeed. Your settings stay as they are.	Bir sonraki açılıştan itibaren TikTok yamalanmamış gibi çalışır, böylece bir sorunun Hushfeed'den gelip gelmediğini anlarsın. Ayarların olduğu gibi kalır.
Hushfeed turns back on when TikTok restarts.	Hushfeed, TikTok yeniden başladığında tekrar açılır.
The file hushfeed-safe-mode couldn't be removed. Delete it from TikTok's folder under Android/data to turn Hushfeed back on.	hushfeed-safe-mode dosyası kaldırılamadı. Hushfeed'i yeniden açmak için onu Android/data altındaki TikTok klasöründen sil.
Hide TikTok Shop in search	Aramada TikTok Shop'u gizle
Hide the Products block and product cards in search results.	Arama sonuçlarındaki Ürünler bölümünü ve ürün kartlarını gizle.
Hide TikTok's Auto scroll button	TikTok'un Otomatik kaydırma düğmesini gizle
Takes TikTok's own Auto scroll action out of the video panel. Auto-advance keeps working.	TikTok'un kendi Otomatik kaydırma eylemini video panelinden kaldırır. Videolar otomatik geçmeye devam eder.
Hide the unread badges on the bottom tabs	Alt sekmelerdeki okunmamış rozetlerini gizle
Hide the red counts and dots on every bottom tab, Inbox and Profile included. The inbox itself still shows what came in.	Gelen Kutusu ve Profil dahil tüm alt sekmelerdeki kırmızı sayaçları ve noktaları gizler. Gelen kutusunun kendisi gelenleri göstermeye devam eder.
Speed while you hold the video	Videoyu basılı tutarken hız
Hide mini dramas	Mini dizileri gizle
Hide TikTok's short drama episodes and the cards that promote them.	TikTok'un kısa dizi bölümlerini ve onları tanıtan kartları gizle.
Mini dramas	Mini diziler
Swipe left	Sola kaydır
TikTok default (open the creator's profile)	TikTok varsayılanı (içerik üreticisinin profilini aç)
Saving %1$s of %2$s	%2$s dosyadan %1$s. kaydediliyor
Stopping after this file	Bu dosyadan sonra durduruluyor
Saved %1$s of %2$s, the rest cancelled	%2$s dosyadan %1$s kaydedildi, kalanlar iptal edildi
Saved %1$s of %2$s, %3$s skipped	%2$s dosyadan %1$s kaydedildi, %3$s atlandı
Saved %1$s of %2$s, %3$s skipped and the rest cancelled	%2$s dosyadan %1$s kaydedildi, %3$s atlandı ve kalanlar iptal edildi
None of the photos could be saved. Try again.	Fotoğrafların hiçbiri kaydedilemedi. Tekrar deneyin.
Saved %1$s of %2$s, the rest need more free space	%2$s dosyadan %1$s kaydedildi, kalanlar için daha fazla boş alan gerekiyor
Saved %1$s of %2$s, the rest ran out of time	%2$s dosyadan %1$s kaydedildi, kalanlar için süre doldu
Live photo clip saved to %1$s	Canlı fotoğraf klibi %1$s konumuna kaydedildi
The live photo's clip couldn't be saved. Try again.	Canlı fotoğrafın klibi kaydedilemedi. Tekrar deneyin.
Creator exceptions	İçerik üretici istisnaları
Comma separated account handles or user ids. Their videos stay when only a filter on the kind of post, its labels, age, length or counts would hide them. Ads, blocked creators, words, sounds and countries, and seen videos still apply.	Virgülle ayrılmış hesap adları veya kullanıcı kimlikleri. Videoları, yalnızca gönderi türü, etiketleri, yaşı, süresi veya sayılarıyla ilgili bir filtre onları gizleyecekse kalır. Reklamlar, engellenen içerik üreticiler, kelimeler, sesler ve ülkeler ile izlenmiş videolar geçerli olmaya devam eder.
An exception names one creator, so a pattern can't be one: %1$s	Bir istisna tek bir içerik üreticiyi adlandırır, bu yüzden bir kalıp istisna olamaz: %1$s
An exception takes a handle or id, not a display name: %1$s	Bir istisna hesap adı veya kimlik alır, görünen ad değil: %1$s
Also on a block list, so still hidden: %1$s	Bir engelleme listesinde de var, bu yüzden gizli kalır: %1$s
Find the sound on YouTube Music	Sesi YouTube Music'te bul
YouTube Music isn't installed	YouTube Music yüklü değil
This video's sound has no title to look for	Bu videonun sesinin aranacak bir başlığı yok
YouTube Music couldn't be opened. Open it yourself and search for the sound.	YouTube Music açılamadı. Kendiniz açıp sesi arayın.
Allow storage for TikTok in Android settings to save the live photo's clip	Canlı fotoğrafın klibini kaydetmek için Android ayarlarında TikTok'a depolama izni verin
This is the video's own sound, so YouTube Music won't have it	Bu videonun kendi sesi, bu yüzden YouTube Music'te bulunmaz
Not a handle or id, so ignored: %1$s	Hesap adı veya kimlik değil, bu yüzden yok sayıldı: %1$s
