# Settings text, English on the left, German on the right, one entry per line, tab separated.
# Keep %s and %d placeholders, {tokens} and product names as they are.
# scripts/gen-l10n.py turns this into a table inside L10nTranslations.java.
%1$d already matched	%1$d stimmten bereits überein
%1$d areas were checked and everything they need is here.	%1$d Bereiche wurden geprüft und alles, was sie brauchen, ist vorhanden.
%1$d fields overridden	%1$d Felder überschrieben
%1$d fields will be overridden when requested	%1$d Felder werden bei der Abfrage überschrieben
%1$d gates selected	%1$d Schalter ausgewählt
%1$d minutes left	Noch %1$d Minuten
%1$d rejected	%1$d abgelehnt
%1$d results	%1$d Ergebnisse
%1$d results so far	%1$d Ergebnisse bisher
%1$d results so far, and more not counted	%1$d Ergebnisse bisher, weitere nicht gezählt
%1$d results, filtered to %2$s	%1$d Ergebnisse, gefiltert nach %2$s
%1$d setting was not in that file and was left as it is	%1$d Einstellung stand nicht in dieser Datei und bleibt unverändert
%1$d settings were not in that file and were left as they are	%1$d Einstellungen standen nicht in dieser Datei und bleiben unverändert
%1$d unavailable	%1$d nicht verfügbar
%1$s (%2$s)	%1$s (%2$s)
%1$s (TikTok value)	%1$s (TikTok-Wert)
%1$s (custom, unverified)	%1$s (benutzerdefiniert, ungeprüft)
%1$s (override returned)	%1$s (Überschreibung zurückgegeben)
%1$s (will be returned when requested)	%1$s (wird bei der Abfrage zurückgegeben)
%1$s / current cache only	%1$s / nur aktueller Cache
%1$s / generated registry	%1$s / generiertes Register
%1$s / generated registry and current cache	%1$s / generiertes Register und aktueller Cache
%1$s / local catalog	%1$s / lokaler Katalog
%1$s and above	Ab %1$s
%1$s appears more than once in this file.	%1$s kommt in dieser Datei mehrmals vor.
%1$s changed	%1$s geändert
%1$s is already hidden	%1$s ist bereits ausgeblendet
%1$s destinations must start with %2$s	%1$s-Ziele müssen mit %2$s beginnen
%1$s has an invalid value. %2$s	%1$s hat einen ungültigen Wert. %2$s
%1$s is a kind of value the Lab cannot override.	%1$s ist eine Art von Wert, die das Lab nicht überschreiben kann.
%1$s has type %2$s, but the file says %3$s.	%1$s hat den Typ %2$s, in der Datei steht %3$s.
%1$s is not a country code, so no video would ever match it. Use two letters, like GB, IE or US.	%1$s ist kein Ländercode, also würde kein Video jemals dazu passen. Nimm zwei Buchstaben, etwa GB, IE oder US.
%1$s is not in this Lab catalog.	%1$s ist nicht in diesem Lab-Katalog enthalten.
%1$s isn't installed or doesn't take links	%1$s ist nicht installiert oder nimmt keine Links an
%1$s left	Noch %1$s
%1$s min left	Noch %1$s Min.
%1$s to %2$s	%1$s bis %2$s
%1$s videos left	Noch %1$s Videos
%1$s was rejected. %2$s	%1$s wurde abgelehnt. %2$s
%1$s, %2$s, %3$s, %4$s, %5$s	%1$s, %2$s, %3$s, %4$s, %5$s
%1$s, selected	%1$s, ausgewählt
%1$s. %2$s	%1$s. %2$s
%1$s: %2$d found, %3$d missing	%1$s: %2$d gefunden, %3$d fehlen
%1$s: %2$d found, %3$d missing, and more it stopped counting	%1$s: %2$d gefunden, %3$d fehlen, und weitere, die nicht mehr gezählt wurden
%1$s: %2$d found, %3$d missing, and more it stopped counting. First missing: %4$s	%1$s: %2$d gefunden, %3$d fehlen, und weitere, die nicht mehr gezählt wurden. Zuerst fehlte: %4$s
%1$s: %2$d found, %3$d missing. First missing: %4$s	%1$s: %2$d gefunden, %3$d fehlen. Zuerst fehlte: %4$s
%1$s: %2$s	%1$s: %2$s
1 field overridden	1 Feld überschrieben
Zero leaves the way out of the hold there every time, which is what it has always done. Anything else is how many times a day it works, and once they are gone the hold stays up until the day starts over. Ignored while the budget is locked, which takes the way out away entirely.	Null lässt den Ausweg aus der Pause jedes Mal stehen, so wie bisher. Alles andere ist die Anzahl der Male pro Tag, die er funktioniert, und wenn sie aufgebraucht sind, bleibt die Pause bestehen, bis der Tag neu beginnt. Wird ignoriert, solange das Limit gesperrt ist, denn das nimmt den Ausweg ganz weg.
Zero means no limit. Counts the videos Hushfeed advanced past for you, not the ones you swiped yourself, and starts again when the feed is rebuilt or you change this number.	Null bedeutet kein Limit. Zählt die Videos, die Hushfeed für dich weitergeschaltet hat, nicht die, die du selbst weggewischt hast, und beginnt neu, wenn der Feed neu aufgebaut wird oder du diese Zahl änderst.
Zero shows the notice and leaves the feed alone. Anything else covers the feed for that many minutes once a budget is reached. Messages, profiles and search keep working, and nothing in the feed is thrown away.	Null zeigt den Hinweis und lässt den Feed in Ruhe. Alles andere legt sich für so viele Minuten über den Feed, sobald ein Limit erreicht ist. Nachrichten, Profile und Suche funktionieren weiter, und nichts im Feed geht verloren.
Zero switches this off. A short reminder after that many minutes of watching, and again after the same again. Time on messages, a profile or search does not count, and nothing is shown while the feed is on hold.	Null schaltet das aus. Eine kurze Erinnerung nach so vielen Minuten Zuschauen und danach jeweils wieder. Zeit in Nachrichten, auf einem Profil oder in der Suche zählt nicht, und während der Feed pausiert ist, wird nichts angezeigt.
Zero switches this off. Count every video that comes up in the feed, however you got to it, and say so once the count is reached. This is separate from the auto-advance session limit under Playback, which only counts videos Hushfeed itself advanced past.	Null schaltet das aus. Zählt jedes Video, das im Feed auftaucht, egal wie du dort gelandet bist, und sagt Bescheid, sobald die Zahl erreicht ist. Das ist unabhängig vom Sitzungslimit für automatisches Weiterblättern unter Wiedergabe, das nur Videos zählt, die Hushfeed selbst weitergeschaltet hat.
Zero switches this off. Count the minutes the player spends running in the feed. Time on messages, a profile or search does not count.	Null schaltet das aus. Zählt die Minuten, die der Player im Feed läuft. Zeit in Nachrichten, auf einem Profil oder in der Suche zählt nicht.
collapsed	Eingeklappt
expanded	Ausgeklappt
Already active	Bereits aktiv
Applying Calm feed	„Ruhiger Feed“ wird angewendet
Calm feed	Ruhiger Feed
Calm feed couldn't be applied. Nothing was changed.	„Ruhiger Feed“ konnte nicht angewendet werden. Es wurde nichts geändert.
Calm feed couldn't start. Try again shortly.	„Ruhiger Feed“ konnte nicht gestartet werden. Versuche es gleich noch einmal.
Calm feed is on. Restart TikTok to apply every change.	„Ruhiger Feed“ ist aktiv. Starte TikTok neu, um alle Änderungen anzuwenden.
Calm feed is on.	„Ruhiger Feed“ ist aktiv.
Changed	Geändert
Hide ads, Shop posts, LIVE videos and replays, promotional music, and paid partnerships.	Blendet Werbung, Shop-Beiträge, LIVE-Videos und Wiederholungen, Werbemusik und bezahlte Partnerschaften aus.
On	Aktiv
On. Restore puts back the feed setup you had before.	Aktiv. Mit „Wiederherstellen“ wird deine vorherige Feed-Einrichtung zurückgesetzt.
Preset	Voreinstellung
Quick setup	Schnelleinrichtung
Restore setup	Einrichtung wiederherstellen
Restoring setup	Einrichtung wird wiederhergestellt
Some Calm feed settings changed. Restore still puts back your earlier setup.	Einige Einstellungen für „Ruhiger Feed“ wurden geändert. Mit „Wiederherstellen“ kehrst du trotzdem zu deiner vorherigen Einrichtung zurück.
Use Calm feed	„Ruhiger Feed“ verwenden
Working	Wird verarbeitet
Your current settings already match Calm feed.	Deine aktuellen Einstellungen entsprechen bereits „Ruhiger Feed“.
Your previous feed setup couldn't be restored. Nothing was changed.	Deine vorherige Feed-Einrichtung konnte nicht wiederhergestellt werden. Es wurde nichts geändert.
Your previous feed setup is back. Restart TikTok to apply every change.	Deine vorherige Feed-Einrichtung ist wiederhergestellt. Starte TikTok neu, um alle Änderungen anzuwenden.
Your previous feed setup is back.	Deine vorherige Feed-Einrichtung ist wiederhergestellt.
Hide search suggestions above comments	Suchvorschläge über Kommentaren ausblenden
Compact comment header	Kompakte Kommentar-Kopfzeile
Easier comment likes	Kommentare leichter liken
Hide the Full screen button	Vollbild-Schaltfläche ausblenden
Hide the Full screen button over videos. Playback and automatic rotation keep working as before.	Blende die Vollbild-Schaltfläche über Videos aus. Wiedergabe und automatische Drehung funktionieren wie bisher.
Hide location labels	Ortsangaben ausblenden
Hide the search bar below videos	Suchleiste unter Videos ausblenden
Hide the suggested-search strip above the bottom tabs and let video details and side controls use its space. The top search button and comments stay unchanged.	Die Suchvorschlagsleiste über den unteren Tabs ausblenden, damit Videodetails und seitliche Bedienelemente den Platz nutzen können. Die Suchschaltfläche oben und die Kommentare bleiben unverändert.
Hide place badges on videos, including cards with multiple places. Videos and your location permissions stay unchanged.	Blende Ortsangaben in Videos aus, auch Karten mit mehreren Orten. Videos und deine Standortberechtigungen bleiben unverändert.
Filter location-tagged videos	Videos mit Ortsangaben filtern
Hide feed videos with place badges, even when they aren't paid ads. To keep the video and hide only its badge, use Hide location labels in Feed screen.	Feed-Videos mit Ortsangaben ausblenden, auch wenn sie keine bezahlte Werbung sind. Wenn du das Video behalten und nur die Ortsangabe ausblenden möchtest, nutze Ortsangaben ausblenden unter Feed-Anzeige.
Location-tagged videos	Videos mit Ortsangaben
Extend the heart's touch area into nearby blank space. The icon and row spacing stay the same. Text, Reply and other controls keep their own space.	Vergrößere den Tippbereich des Herzens in den freien Platz daneben. Symbol und Zeilenabstand bleiben gleich. Text, Antworten und andere Bedienelemente behalten ihren eigenen Bereich.
Start with comments. Hide the comment count, sort and close buttons, plus the suggestion area above them. Use Back or swipe down to close comments.	Beginne direkt mit den Kommentaren. Blende die Kommentaranzahl, Sortier- und Schließen-Schaltflächen sowie den Vorschlagsbereich darüber aus. Schließe die Kommentare mit Zurück oder durch Wischen nach unten.
Hide TikTok's "Search: ..." banner above the comment count. This doesn't hide the comments or Hushfeed's comment-search box.	Blende TikToks Banner „Suchen: ...“ über der Kommentaranzahl aus. Die Kommentare und das Hushfeed-Suchfeld für Kommentare bleiben sichtbar.
Hide the Report button on videos	Melden-Schaltfläche auf Videos ausblenden
Hide the flag button TikTok puts above the creator's picture in some regions. You can still report a video from the share menu.	Blendet die Flaggen-Schaltfläche aus, die TikTok in manchen Regionen über dem Bild des Creators zeigt. Melden kannst du ein Video weiterhin über das Teilen-Menü.
Hide search rewards	Such-Prämien ausblenden
Hide the points banner under the search box and the coin counter floating over search results, which TikTok shows in some regions. Searching works as before.	Blendet das Punkte-Banner unter dem Suchfeld und den schwebenden Münzzähler über den Suchergebnissen aus, die TikTok in manchen Regionen zeigt. Die Suche funktioniert wie bisher.
%1$s hid everything TikTok sent, %2$d times in a row. Turn it off if that's not what you wanted.	%1$s hat %2$d Mal hintereinander alles ausgeblendet, was TikTok geschickt hat. Schalte es aus, wenn du das nicht wolltest.
Show the switch	Schalter anzeigen

Restart TikTok to apply this	TikTok neu starten, damit das gilt

this creator	dieser Creator

%1$s day	%1$s Tag
%1$s days	%1$s Tage
%1$s dp	%1$s dp
%1$s millisecond	%1$s Millisekunde
%1$s milliseconds	%1$s Millisekunden
%1$s minute	%1$s Minute
%1$s minutes	%1$s Minuten
%1$s point	%1$s Punkt
%1$s points	%1$s Punkte
%1$s s	%1$s s
%1$s second	%1$s Sekunde
%1$s seconds	%1$s Sekunden
%1$s time	%1$s Mal
%1$s times	%1$s Mal
%1$s video	%1$s Video
%1$s videos	%1$s Videos
%1$s view per comment	%1$s Aufruf pro Kommentar
%1$s views per comment	%1$s Aufrufe pro Kommentar
%1$s view per like	%1$s Aufruf pro Like
%1$s views per like	%1$s Aufrufe pro Like
%1$s, %2$s, %3$s or %4$s	%1$s, %2$s, %3$s oder %4$s
%1$s, %2$s or %3$s	%1$s, %2$s oder %3$s
TikTok refused the follow with code %1$s	TikTok hat das Folgen mit Code %1$s abgelehnt
TikTok refused the follow with code %1$s. A hidden CAPTCHA may be the cause.	TikTok hat das Folgen mit Code %1$s abgelehnt. Ein ausgeblendetes CAPTCHA kann die Ursache sein.
TikTok refused the follow: %1$s A hidden CAPTCHA may be the cause.	TikTok hat das Folgen abgelehnt: %1$s Ein ausgeblendetes CAPTCHA kann die Ursache sein.
Hushfeed is paused	Hushfeed ist pausiert
TikTok runs as if it were not patched. Your settings stay as they are.	TikTok läuft, als wäre es nicht gepatcht. Deine Einstellungen bleiben, wie sie sind.
TikTok closed three times within a minute of starting, so Hushfeed paused itself. Your settings stay as they are.	TikTok wurde dreimal innerhalb einer Minute nach dem Start beendet, deshalb hat sich Hushfeed selbst pausiert. Deine Einstellungen bleiben, wie sie sind.
A file named hushfeed-safe-mode in TikTok's folder under Android/data paused Hushfeed. Your settings stay as they are.	Eine Datei namens hushfeed-safe-mode im TikTok-Ordner unter Android/data hat Hushfeed pausiert. Deine Einstellungen bleiben, wie sie sind.
Turn Hushfeed back on	Hushfeed wieder einschalten
Pause Hushfeed	Hushfeed pausieren
From the next start TikTok runs as if it were not patched, so you can tell whether a problem comes from Hushfeed. Your settings stay as they are.	Ab dem nächsten Start läuft TikTok, als wäre es nicht gepatcht, damit du erkennst, ob ein Problem von Hushfeed kommt. Deine Einstellungen bleiben, wie sie sind.
Hushfeed turns back on when TikTok restarts.	Hushfeed ist wieder aktiv, sobald TikTok neu startet.
The file hushfeed-safe-mode couldn't be removed. Delete it from TikTok's folder under Android/data to turn Hushfeed back on.	Die Datei hushfeed-safe-mode konnte nicht entfernt werden. Lösche sie im TikTok-Ordner unter Android/data, um Hushfeed wieder einzuschalten.
Hide TikTok Shop in search	TikTok Shop in der Suche ausblenden
Hide the Products block and product cards in search results.	Den Produkte-Block und Produktkarten in den Suchergebnissen ausblenden.
Hide TikTok's Auto scroll button	TikToks Auto-Scroll-Schaltfläche ausblenden
Takes TikTok's own Auto scroll action out of the video panel. Auto-advance keeps working.	Entfernt TikToks eigene Auto-Scroll-Aktion aus dem Videomenü. Videos werden weiterhin automatisch weitergeschaltet.
Hide the unread badges on the bottom tabs	Ungelesen-Abzeichen auf den unteren Tabs ausblenden
Hide the red counts and dots on every bottom tab, Inbox and Profile included. The inbox itself still shows what came in.	Blendet die roten Zähler und Punkte auf allen unteren Tabs aus, Posteingang und Profil eingeschlossen. Der Posteingang selbst zeigt weiterhin, was angekommen ist.
Speed while you hold the video	Geschwindigkeit, solange du das Video gedrückt hältst
Hide mini dramas	Mini-Dramen ausblenden
Hide TikTok's short drama episodes and the cards that promote them.	TikToks kurze Drama-Folgen und die Karten, die dafür werben, ausblenden.
Mini dramas	Mini-Dramen
Swipe left	Nach links wischen
TikTok default (open the creator's profile)	TikTok-Standard (Profil des Creators öffnen)
Saving %1$s of %2$s	Datei %1$s von %2$s wird gespeichert
Stopping after this file	Wird nach dieser Datei beendet
Saved %1$s of %2$s, the rest cancelled	%1$s von %2$s gespeichert, der Rest abgebrochen
Saved %1$s of %2$s, %3$s skipped	%1$s von %2$s gespeichert, %3$s übersprungen
Saved %1$s of %2$s, %3$s skipped and the rest cancelled	%1$s von %2$s gespeichert, %3$s übersprungen und der Rest abgebrochen
None of the photos could be saved. Try again.	Keines der Fotos konnte gespeichert werden. Versuche es erneut.
Saved %1$s of %2$s, the rest need more free space	%1$s von %2$s gespeichert, für den Rest fehlt freier Speicher
Saved %1$s of %2$s, the rest ran out of time	%1$s von %2$s gespeichert, für den Rest reichte die Zeit nicht
Live photo clip saved to %1$s	Live-Foto-Clip gespeichert in %1$s
The live photo's clip couldn't be saved. Try again.	Der Clip des Live-Fotos konnte nicht gespeichert werden. Versuche es erneut.
Creator exceptions	Creator-Ausnahmen
Comma separated account handles or user ids. Their videos stay when only a filter on the kind of post, its labels, age, length or counts would hide them. Ads, blocked creators, words, sounds and countries, and seen videos still apply.	Kommagetrennte Konto-Namen oder Nutzer-IDs. Ihre Videos bleiben, wenn nur ein Filter für die Art des Beitrags, seine Kennzeichnungen, sein Alter, seine Länge oder seine Zahlen sie ausblenden würde. Werbung, gesperrte Creator, Wörter, Sounds und Länder sowie gesehene Videos gelten weiterhin.
An exception names one creator, so a pattern can't be one: %1$s	Eine Ausnahme nennt einen Creator, ein Muster kann also keine sein: %1$s
An exception takes a handle or id, not a display name: %1$s	Eine Ausnahme braucht einen Konto-Namen oder eine ID, keinen Anzeigenamen: %1$s
Also on a block list, so still hidden: %1$s	Steht auch auf einer Sperrliste und bleibt daher ausgeblendet: %1$s
Find the sound on YouTube Music	Den Sound auf YouTube Music suchen
YouTube Music isn't installed	YouTube Music ist nicht installiert
This video's sound has no title to look for	Der Sound dieses Videos hat keinen Titel, nach dem gesucht werden könnte
YouTube Music couldn't be opened. Open it yourself and search for the sound.	YouTube Music konnte nicht geöffnet werden. Öffne es selbst und suche nach dem Sound.
Allow storage for TikTok in Android settings to save the live photo's clip	Erlaube TikTok in den Android-Einstellungen den Speicherzugriff, um den Clip des Live-Fotos zu speichern
This is the video's own sound, so YouTube Music won't have it	Das ist der eigene Sound des Videos, YouTube Music hat ihn also nicht
Not a handle or id, so ignored: %1$s	Kein Konto-Name und keine ID, daher ignoriert: %1$s
